id,thumb,title,person,episode,youtube,transcript
441,https://lexfridman.com/files/thumbs_ai_podcast/cenk_uygur.png,"Trump vs Harris, Progressive Politics, Communism & Capitalism",Cenk Uygur,https://lexfridman.com/cenk-uygur,https://www.youtube.com/watch?v=QJtPROVsePk,https://lexfridman.com/cenk-uygur-transcript
440,https://lexfridman.com/files/thumbs_ai_podcast/pieter_levels.png,"Programming, Viral AI Startups, and Digital Nomad Life",Pieter Levels,https://lexfridman.com/pieter-levels,https://www.youtube.com/watch?v=oFtjKbXKqbg,https://lexfridman.com/pieter-levels-transcript
439,https://lexfridman.com/files/thumbs_ai_podcast/craig_jones_2.png,"Jiu Jitsu, $2 Million Prize, CJI, ADCC, Ukraine & Trolling",Craig Jones,https://lexfridman.com/craig-jones-2,https://www.youtube.com/watch?v=J7aiEwp1x9k,https://lexfridman.com/craig-jones-2-transcript
438,https://lexfridman.com/files/thumbs_ai_podcast/elon_musk_and_neuralink_team.png,Neuralink and the Future of Humanity,Elon Musk and Neuralink Team,https://lexfridman.com/elon-musk-and-neuralink-team,https://www.youtube.com/watch?v=Kbk9BiPhm7o,https://lexfridman.com/elon-musk-and-neuralink-team-transcript
437,https://lexfridman.com/files/thumbs_ai_podcast/jordan_jonas.png,"Survival, Hunting, Siberia, God, and Winning Alone Season 6",Jordan Jonas,https://lexfridman.com/jordan-jonas,https://www.youtube.com/watch?v=WA9gVKKPsBo,https://lexfridman.com/jordan-jonas-transcript
436,https://lexfridman.com/files/thumbs_ai_podcast/ivanka_trump.png,"Politics, Family, Real Estate, Fashion, Music, and Life",Ivanka Trump,https://lexfridman.com/ivanka-trump,https://www.youtube.com/watch?v=2oxdDKHdcM8,https://lexfridman.com/ivanka-trump-transcript
435,https://lexfridman.com/files/thumbs_ai_podcast/andrew_huberman_5.png,"Focus, Controversy, Politics, and Relationships",Andrew Huberman,https://lexfridman.com/andrew-huberman-5,https://www.youtube.com/watch?v=ZIyB9e_7a4c,https://lexfridman.com/andrew-huberman-5-transcript
434,https://lexfridman.com/files/thumbs_ai_podcast/aravind_srinivas.png,"Perplexity CEO on Future of AI, Search & the Internet",Aravind Srinivas,https://lexfridman.com/aravind-srinivas,https://www.youtube.com/watch?v=e-gwvmhyU7A,https://lexfridman.com/aravind-srinivas-transcript
433,https://lexfridman.com/files/thumbs_ai_podcast/sara_walker_3.png,"Physics of Life, Time, Complexity, and Aliens",Sara Walker,https://lexfridman.com/sara-walker-3,https://www.youtube.com/watch?v=wwhTfyX9J34,https://lexfridman.com/sara-walker-3-transcript
432,https://lexfridman.com/files/thumbs_ai_podcast/kevin_spacey.png,"Power, Controversy, Betrayal, Truth & Love in Film and Life",Kevin Spacey,https://lexfridman.com/kevin-spacey,https://www.youtube.com/watch?v=XJTMQtE-MIo,https://lexfridman.com/kevin-spacey-transcript
431,https://lexfridman.com/files/thumbs_ai_podcast/roman_yampolskiy.png,Dangers of Superintelligent AI,Roman Yampolskiy,https://lexfridman.com/roman-yampolskiy,https://www.youtube.com/watch?v=NNr6gPelJ3E,https://lexfridman.com/roman-yampolskiy-transcript
430,https://lexfridman.com/files/thumbs_ai_podcast/charan_ranganath.png,"Human Memory, Imagination, Deja Vu, and False Memories",Charan Ranganath,https://lexfridman.com/charan-ranganath,https://www.youtube.com/watch?v=4iuepdI3wCU,https://lexfridman.com/charan-ranganath-transcript
429,https://lexfridman.com/files/thumbs_ai_podcast/paul_rosolie_2.png,"Jungle, Apex Predators, Aliens, Uncontacted Tribes, and God",Paul Rosolie,https://lexfridman.com/paul-rosolie-2,https://www.youtube.com/watch?v=pwN8u6HFH8U,https://lexfridman.com/paul-rosolie-2-transcript
428,https://lexfridman.com/files/thumbs_ai_podcast/sean_carroll_3.png,"General Relativity, Quantum Mechanics, Black Holes & Aliens",Sean Carroll,https://lexfridman.com/sean-carroll-3,https://www.youtube.com/watch?v=tdv7r2JSokI,https://lexfridman.com/sean-carroll-3-transcript
427,https://lexfridman.com/files/thumbs_ai_podcast/neil_adams.png,"Judo, Olympics, Winning, Losing, and the Champion Mindset",Neil Adams,https://lexfridman.com/neil-adams,https://www.youtube.com/watch?v=TXabC2Ave74,https://lexfridman.com/neil-adams-transcript
426,https://lexfridman.com/files/thumbs_ai_podcast/edward_gibson.png,"Human Language, Psycholinguistics, Syntax, Grammar & LLMs",Edward Gibson,https://lexfridman.com/edward-gibson,https://www.youtube.com/watch?v=F3Jd9GI6XqE,https://lexfridman.com/edward-gibson-transcript
425,https://lexfridman.com/files/thumbs_ai_podcast/andrew_callaghan.png,"Channel 5, Gonzo, QAnon, O-Block, Politics & Alex Jones",Andrew Callaghan,https://lexfridman.com/andrew-callaghan,https://www.youtube.com/watch?v=yEou104m_P0,https://lexfridman.com/andrew-callaghan-transcript
424,https://lexfridman.com/files/thumbs_ai_podcast/bassem_youssef.png,"Israel-Palestine, Gaza, Hamas, Middle East, Satire & Fame",Bassem Youssef,https://lexfridman.com/bassem-youssef,https://www.youtube.com/watch?v=sG8u6owzad4,https://lexfridman.com/bassem-youssef-transcript
423,https://lexfridman.com/files/thumbs_ai_podcast/tulsi_gabbard.png,"War, Politics, and the Military Industrial Complex",Tulsi Gabbard,https://lexfridman.com/tulsi-gabbard,https://www.youtube.com/watch?v=_El9riy9Zjw,https://lexfridman.com/tulsi-gabbard-transcript
422,https://lexfridman.com/files/thumbs_ai_podcast/mark_cuban.png,"Shark Tank, DEI & Wokeism Debate, Elon Musk, Politics & Drugs",Mark Cuban,https://lexfridman.com/mark-cuban,https://www.youtube.com/watch?v=0cn3VBjfN8g,https://lexfridman.com/mark-cuban-transcript
421,https://lexfridman.com/files/thumbs_ai_podcast/dana_white.png,"UFC, Fighting, Khabib, Conor, Tyson, Ali, Rogan, Elon & Zuck",Dana White,https://lexfridman.com/dana-white,https://www.youtube.com/watch?v=k7aQEqDbuf8,https://lexfridman.com/dana-white-transcript
420,https://lexfridman.com/files/thumbs_ai_podcast/annie_jacobsen.png,"Nuclear War, CIA, KGB, Aliens, Area 51, Roswell & Secrecy",Annie Jacobsen,https://lexfridman.com/annie-jacobsen,https://www.youtube.com/watch?v=GXgGR8KxFao,https://lexfridman.com/annie-jacobsen-transcript
419,https://lexfridman.com/files/thumbs_ai_podcast/sam_altman_2.png,"OpenAI, GPT-5, Sora, Board Saga, Elon Musk, Ilya, Power & AGI",Sam Altman,https://lexfridman.com/sam-altman-2,https://www.youtube.com/watch?v=jvqFAi7vkBc,https://lexfridman.com/sam-altman-2-transcript
418,https://lexfridman.com/files/thumbs_ai_podcast/israel_palestine_debate.png,"Finkelstein, Destiny, M. Rabbani & Benny Morris",Israel-Palestine Debate,https://lexfridman.com/israel-palestine-debate,https://www.youtube.com/watch?v=1X_KdkoGxSs,https://lexfridman.com/israel-palestine-debate-transcript
417,https://lexfridman.com/files/thumbs_ai_podcast/kimbal_musk.png,"The Art of Cooking, Tesla, SpaceX, Zip2, and Family",Kimbal Musk,https://lexfridman.com/kimbal-musk,https://www.youtube.com/watch?v=iAlwZyRUOVM,https://lexfridman.com/kimbal-musk-transcript
416,https://lexfridman.com/files/thumbs_ai_podcast/yann_lecun_3.png,"Meta AI, Open Source, Limits of LLMs, AGI & the Future of AI",Yann LeCun,https://lexfridman.com/yann-lecun-3,https://www.youtube.com/watch?v=5t1vTLU7s40,https://lexfridman.com/yann-lecun-3-transcript
415,https://lexfridman.com/files/thumbs_ai_podcast/serhii_plokhy.png,"History of Ukraine, Russia, Soviet Union, KGB, Nazis & War",Serhii Plokhy,https://lexfridman.com/serhii-plokhy,https://www.youtube.com/watch?v=qa-wl8_wpZA,https://lexfridman.com/serhii-plokhy-transcript
414,https://lexfridman.com/files/thumbs_ai_podcast/tucker_carlson.png,"Putin, Navalny, Trump, CIA, NSA, War, Politics & Freedom",Tucker Carlson,https://lexfridman.com/tucker-carlson,https://www.youtube.com/watch?v=f_lRdkH_QoY,https://lexfridman.com/tucker-carlson-transcript
413,https://lexfridman.com/files/thumbs_ai_podcast/bill_ackman.png,"Investing, Financial Battles, Harvard, DEI, X & Free Speech",Bill Ackman,https://lexfridman.com/bill-ackman,https://www.youtube.com/watch?v=PgGKhsWhUu8,https://lexfridman.com/bill-ackman-transcript
412,https://lexfridman.com/files/thumbs_ai_podcast/marc_raibert.png,Boston Dynamics and the Future of Robotics,Marc Raibert,https://lexfridman.com/marc-raibert,https://www.youtube.com/watch?v=5VnbBCm_ZyQ,https://lexfridman.com/marc-raibert-transcript
411,https://lexfridman.com/files/thumbs_ai_podcast/omar_suleiman_2.png,"Palestine, Gaza, Oct 7, Israel, Resistance, Faith & Islam",Omar Suleiman,https://lexfridman.com/omar-suleiman-2,https://www.youtube.com/watch?v=oFSyNdQf5uk,https://lexfridman.com/omar-suleiman-2-transcript
410,https://lexfridman.com/files/thumbs_ai_podcast/ben_shapiro_destiny_debate.png,"Politics, Jan 6, Israel, Ukraine & Wokeism",Ben Shapiro vs Destiny Debate,https://lexfridman.com/ben-shapiro-destiny-debate,https://www.youtube.com/watch?v=tYrdMjVXyNg,https://lexfridman.com/ben-shapiro-destiny-debate-transcript
409,https://lexfridman.com/files/thumbs_ai_podcast/matthew_cox.png,FBI Most Wanted Con Man - $55 Million in Bank Fraud,Matthew Cox,https://lexfridman.com/matthew-cox,https://www.youtube.com/watch?v=zMYvGf7BA9o,https://lexfridman.com/matthew-cox-transcript
408,https://lexfridman.com/files/thumbs_ai_podcast/tal_wilkenfeld.png,"Music, Guitar, Bass, Jeff Beck, Prince, and Leonard Cohen",Tal Wilkenfeld,https://lexfridman.com/tal-wilkenfeld,https://www.youtube.com/watch?v=9qfwPv7clEw,https://lexfridman.com/tal-wilkenfeld-transcript
407,https://lexfridman.com/files/thumbs_ai_podcast/guillaume_verdon.png,"Beff Jezos, E/acc Movement, Physics, Computation & AGI",Guillaume Verdon,https://lexfridman.com/guillaume-verdon,https://www.youtube.com/watch?v=8fEEbKJoNbU,https://lexfridman.com/guillaume-verdon-transcript
406,https://lexfridman.com/files/thumbs_ai_podcast/teddy_atlas.png,"Mike Tyson, Cus D'Amato, Boxing, Loyalty, Fear & Greatness",Teddy Atlas,https://lexfridman.com/teddy-atlas,https://www.youtube.com/watch?v=CVx9IB_U9X4,https://lexfridman.com/teddy-atlas-transcript
405,https://lexfridman.com/files/thumbs_ai_podcast/jeff_bezos.png,Amazon and Blue Origin,Jeff Bezos,https://lexfridman.com/jeff-bezos,https://www.youtube.com/watch?v=DcWqzZ3I2cY,https://lexfridman.com/jeff-bezos-transcript
404,https://lexfridman.com/files/thumbs_ai_podcast/lee_cronin_3.png,Controversial Nature Paper on Evolution of Life and Universe,Lee Cronin,https://lexfridman.com/lee-cronin-3,https://www.youtube.com/watch?v=CGiDqhSdLHk,https://lexfridman.com/lee-cronin-3-transcript
403,https://lexfridman.com/files/thumbs_ai_podcast/lisa_randall.png,"Dark Matter, Theoretical Physics, and Extinction Events",Lisa Randall,https://lexfridman.com/lisa-randall,https://www.youtube.com/watch?v=VPaOy3G1-2A,https://lexfridman.com/lisa-randall-transcript
402,https://lexfridman.com/files/thumbs_ai_podcast/michael_malice_7.png,Thanksgiving Pirate Special,Michael Malice,https://lexfridman.com/michael-malice-7,https://www.youtube.com/watch?v=2yHr9DPnSzk,https://lexfridman.com/michael-malice-7-transcript
401,https://lexfridman.com/files/thumbs_ai_podcast/john_mearsheimer.png,"Israel-Palestine, Russia-Ukraine, China, NATO, and WW3",John Mearsheimer,https://lexfridman.com/john-mearsheimer,https://www.youtube.com/watch?v=r4wLXNydzeY,https://lexfridman.com/john-mearsheimer-transcript
400,https://lexfridman.com/files/thumbs_ai_podcast/elon_musk_4.png,"War, AI, Aliens, Politics, Physics, Video Games, and Humanity",Elon Musk,https://lexfridman.com/elon-musk-4,https://www.youtube.com/watch?v=JN3KPFbWCy8,https://lexfridman.com/elon-musk-4-transcript
399,https://lexfridman.com/files/thumbs_ai_podcast/jared_kushner.png,"Israel, Palestine, Hamas, Gaza, Iran, and the Middle East",Jared Kushner,https://lexfridman.com/jared-kushner,https://www.youtube.com/watch?v=co_MeKSnyAo,https://lexfridman.com/jared-kushner-transcript
398,https://lexfridman.com/files/thumbs_ai_podcast/mark_zuckerberg_3.png,First Interview in the Metaverse,Mark Zuckerberg,https://lexfridman.com/mark-zuckerberg-3,https://www.youtube.com/watch?v=MVYrJJNdrEg,https://lexfridman.com/mark-zuckerberg-3-transcript
397,https://lexfridman.com/files/thumbs_ai_podcast/greg_lukianoff.png,"Cancel Culture, Deplatforming, Censorship & Free Speech",Greg Lukianoff,https://lexfridman.com/greg-lukianoff,https://www.youtube.com/watch?v=buarAx_u2qg,https://lexfridman.com/greg-lukianoff-transcript
396,https://lexfridman.com/files/thumbs_ai_podcast/james_sexton.png,"Divorce Lawyer on Marriage, Relationships, Sex, Lies & Love",James Sexton,https://lexfridman.com/james-sexton,https://www.youtube.com/watch?v=fUEjCXpOjPY,https://lexfridman.com/james-sexton-transcript
395,https://lexfridman.com/files/thumbs_ai_podcast/walter_isaacson.png,"Elon Musk, Steve Jobs, Einstein, Da Vinci & Ben Franklin",Walter Isaacson,https://lexfridman.com/walter-isaacson,https://www.youtube.com/watch?v=aGOV5R7M1Js,https://lexfridman.com/walter-isaacson-transcript
394,https://lexfridman.com/files/thumbs_ai_podcast/neri_oxman.png,"Biology, Art, and Science of Design & Engineering with Nature",Neri Oxman,https://lexfridman.com/neri-oxman,https://www.youtube.com/watch?v=XbPHojL_61U,https://lexfridman.com/neri-oxman-transcript
393,https://lexfridman.com/files/thumbs_ai_podcast/andrew_huberman_4.png,"Relationships, Drama, Betrayal, Sex, and Love",Andrew Huberman,https://lexfridman.com/andrew-huberman-4,https://www.youtube.com/watch?v=eTBAxD6lt2g,https://lexfridman.com/andrew-huberman-4-transcript
392,https://lexfridman.com/files/thumbs_ai_podcast/joscha_bach_3.png,"Life, Intelligence, Consciousness, AI & the Future of Humans",Joscha Bach,https://lexfridman.com/joscha-bach-3,https://www.youtube.com/watch?v=e8qJsk1j2zE,https://lexfridman.com/joscha-bach-3-transcript
391,https://lexfridman.com/files/thumbs_ai_podcast/mohammed_el_kurd.png,Palestine,Mohammed El-Kurd,https://lexfridman.com/mohammed-el-kurd,https://www.youtube.com/watch?v=34wA_bdG6QQ,https://lexfridman.com/mohammed-el-kurd-transcript
390,https://lexfridman.com/files/thumbs_ai_podcast/yuval_noah_harari.png,"Human Nature, Intelligence, Power, and Conspiracies",Yuval Noah Harari,https://lexfridman.com/yuval-noah-harari,https://www.youtube.com/watch?v=Mde2q7GFCrw,https://lexfridman.com/yuval-noah-harari-transcript
389,https://lexfridman.com/files/thumbs_ai_podcast/benjamin_netanyahu.png,"Israel, Palestine, Power, Corruption, Hate, and Peace",Benjamin Netanyahu,https://lexfridman.com/benjamin-netanyahu,https://www.youtube.com/watch?v=XpC7SVDXimg,https://lexfridman.com/benjamin-netanyahu-transcript
388,https://lexfridman.com/files/thumbs_ai_podcast/robert_f_kennedy_jr.png,"CIA, Power, Corruption, War, Freedom, and Meaning",Robert F Kennedy Jr,https://lexfridman.com/robert-f-kennedy-jr,https://www.youtube.com/watch?v=NPtBkw5uD-0,https://lexfridman.com/robert-f-kennedy-jr-transcript
387,https://lexfridman.com/files/thumbs_ai_podcast/george_hotz_3.png,"Tiny Corp, Twitter, AI Safety, Self-Driving, GPT, AGI & God",George Hotz,https://lexfridman.com/george-hotz-3,https://www.youtube.com/watch?v=dNrTrx42DGQ,https://lexfridman.com/george-hotz-3-transcript
386,https://lexfridman.com/files/thumbs_ai_podcast/marc_andreessen.png,"Future of the Internet, Technology, and AI",Marc Andreessen,https://lexfridman.com/marc-andreessen,https://www.youtube.com/watch?v=-hxeDjAxvJ8,
385,https://lexfridman.com/files/thumbs_ai_podcast/jimmy_wales.png,Wikipedia,Jimmy Wales,https://lexfridman.com/jimmy-wales,https://www.youtube.com/watch?v=diJp4zoQPqo,https://lexfridman.com/jimmy-wales-transcript
384,https://lexfridman.com/files/thumbs_ai_podcast/matthew_mcconaughey.png,"Freedom, Truth, Family, Hardship, and Love",Matthew McConaughey,https://lexfridman.com/matthew-mcconaughey,https://www.youtube.com/watch?v=8qgIFD0PaWo,
383,https://lexfridman.com/files/thumbs_ai_podcast/mark_zuckerberg_2.png,"Future of AI at Meta, Facebook, Instagram, and WhatsApp",Mark Zuckerberg,https://lexfridman.com/mark-zuckerberg-2,https://www.youtube.com/watch?v=Ff4fRgnuFgQ,
382,https://lexfridman.com/files/thumbs_ai_podcast/bert_kreischer.png,"Comedy, Drinking, Rogan, Segura, Churchill & Kim Jong Un",Bert Kreischer,https://lexfridman.com/bert-kreischer,https://www.youtube.com/watch?v=8TmV6KEYkK0,
381,https://lexfridman.com/files/thumbs_ai_podcast/chris_lattner_3.png,Future of Programming and AI,Chris Lattner,https://lexfridman.com/chris-lattner-3,https://www.youtube.com/watch?v=pdJQ8iVTwj8,
380,https://lexfridman.com/files/thumbs_ai_podcast/neil_gershenfeld.png,Self-Replicating Robots and the Future of Fabrication,Neil Gershenfeld,https://lexfridman.com/neil-gershenfeld,https://www.youtube.com/watch?v=YDjOS0VHEr4,
379,https://lexfridman.com/files/thumbs_ai_podcast/randall_kennedy.png,"The N-Word - History of Race, Law, Politics, and Power",Randall Kennedy,https://lexfridman.com/randall-kennedy,https://www.youtube.com/watch?v=iFXGpKf9VBU,
378,https://lexfridman.com/files/thumbs_ai_podcast/anna_frebel.png,"Origin and Evolution of the Universe, Galaxies, and Stars",Anna Frebel,https://lexfridman.com/anna-frebel,https://www.youtube.com/watch?v=IQnUa5Bq5x4,
377,https://lexfridman.com/files/thumbs_ai_podcast/harvey_silverglate.png,Freedom of Speech,Harvey Silverglate,https://lexfridman.com/harvey-silverglate,https://www.youtube.com/watch?v=DgTjSrrf6GQ,
376,https://lexfridman.com/files/thumbs_ai_podcast/stephen_wolfram_4.png,"ChatGPT and the Nature of Truth, Reality & Computation",Stephen Wolfram,https://lexfridman.com/stephen-wolfram-4,https://www.youtube.com/watch?v=PdE-waSx-d8,
375,https://lexfridman.com/files/thumbs_ai_podcast/david_pakman.png,"Politics of Trump, Biden, Bernie, AOC, Socialism & Wokeism",David Pakman,https://lexfridman.com/david-pakman,https://www.youtube.com/watch?v=2i31fDkaK9A,
374,https://lexfridman.com/files/thumbs_ai_podcast/robert_playter.png,Boston Dynamics CEO on Humanoid and Legged Robotics,Robert Playter,https://lexfridman.com/robert-playter,https://www.youtube.com/watch?v=cLVdsZ3I5os,
373,https://lexfridman.com/files/thumbs_ai_podcast/manolis_kellis_5.png,Evolution of Human Civilization and Superintelligent AI,Manolis Kellis,https://lexfridman.com/manolis-kellis-5,https://www.youtube.com/watch?v=wMavKrA-4do,
372,https://lexfridman.com/files/thumbs_ai_podcast/simone_giertz.png,"Queen of Sh*tty Robots, Innovative Engineering, and Design",Simone Giertz,https://lexfridman.com/simone-giertz,https://www.youtube.com/watch?v=OgIo36F6Fsg,
371,https://lexfridman.com/files/thumbs_ai_podcast/max_tegmark_3.png,The Case for Halting AI Development,Max Tegmark,https://lexfridman.com/max-tegmark-3,https://www.youtube.com/watch?v=VcVfceTsD0A,
370,https://lexfridman.com/files/thumbs_ai_podcast/edward_frenkel.png,"Reality is a Paradox - Mathematics, Physics, Truth & Love",Edward Frenkel,https://lexfridman.com/edward-frenkel,https://www.youtube.com/watch?v=Osh0-J3T2nY,
369,https://lexfridman.com/files/thumbs_ai_podcast/paul_rosolie.png,"Amazon Jungle, Uncontacted Tribes, Anacondas, and Ayahuasca",Paul Rosolie,https://lexfridman.com/paul-rosolie,https://www.youtube.com/watch?v=gPfriiHBBek,
368,https://lexfridman.com/files/thumbs_ai_podcast/eliezer_yudkowsky.png,Dangers of AI and the End of Human Civilization,Eliezer Yudkowsky,https://lexfridman.com/eliezer-yudkowsky,https://www.youtube.com/watch?v=AaTRHFaaPG8,
367,https://lexfridman.com/files/thumbs_ai_podcast/sam_altman.png,"OpenAI CEO on GPT-4, ChatGPT, and the Future of AI",Sam Altman,https://lexfridman.com/sam-altman,https://www.youtube.com/watch?v=L_Guz73e6fw,
366,https://lexfridman.com/files/thumbs_ai_podcast/shannon_curry.png,"Johnny Depp & Amber Heard Trial, Marriage, Dating & Love",Shannon Curry,https://lexfridman.com/shannon-curry,https://www.youtube.com/watch?v=qtOKrG_wK5A,
365,https://lexfridman.com/files/thumbs_ai_podcast/sam_harris_2.png,"Trump, Pandemic, Twitter, Elon, Bret, IDW, Kanye, AI & UFOs",Sam Harris,https://lexfridman.com/sam-harris-2,https://www.youtube.com/watch?v=Qyrjgf-_Vdk,
364,https://lexfridman.com/files/thumbs_ai_podcast/chris_voss.png,FBI Hostage Negotiator,Chris Voss,https://lexfridman.com/chris-voss,https://www.youtube.com/watch?v=8EguLJgkc54,
363,https://lexfridman.com/files/thumbs_ai_podcast/b_team.png,"Craig Jones, Nicky Rod, and Nicky Ryan","Craig Jones, Nicky Rod, Nicky Ryan",https://lexfridman.com/b-team,https://www.youtube.com/watch?v=hLZ6PACCBy8,
362,https://lexfridman.com/files/thumbs_ai_podcast/ginni_rometty.png,"IBM CEO on Leadership, Power, and Adversity",Ginni Rometty,https://lexfridman.com/ginni-rometty,https://www.youtube.com/watch?v=XiCxj-bXu5M,
361,https://lexfridman.com/files/thumbs_ai_podcast/aaron_smith_levin.png,Scientology,Aaron Smith-Levin,https://lexfridman.com/aaron-smith-levin,https://www.youtube.com/watch?v=J1lN9zkK_k0,
360,https://lexfridman.com/files/thumbs_ai_podcast/tim_urban_2.png,"Tribalism, Marxism, Liberalism, Social Justice, and Politics",Tim Urban,https://lexfridman.com/tim-urban-2,https://www.youtube.com/watch?v=GkZz2I6sK08,
359,https://lexfridman.com/files/thumbs_ai_podcast/andrew_strominger.png,"Black Holes, Quantum Gravity, and Theoretical Physics",Andrew Strominger,https://lexfridman.com/andrew-strominger,https://www.youtube.com/watch?v=y3cw_9ELpQw,
358,https://lexfridman.com/files/thumbs_ai_podcast/aella.png,"Sex Work, OnlyFans, Porn, Escorting, Dating, and Human Sexuality",Aella,https://lexfridman.com/aella,https://www.youtube.com/watch?v=cFSrxSBrgSc,
357,https://lexfridman.com/files/thumbs_ai_podcast/paul_conti.png,"Narcissism, Sociopathy, Envy, and the Nature of Good and Evil",Paul Conti,https://lexfridman.com/paul-conti,https://www.youtube.com/watch?v=jRBksDVs4tg,
356,https://lexfridman.com/files/thumbs_ai_podcast/tim_dodd.png,"SpaceX, Starship, Rocket Engines, and Future of Space Travel",Tim Dodd,https://lexfridman.com/tim-dodd,https://www.youtube.com/watch?v=5eK5A_43pkE,
355,https://lexfridman.com/files/thumbs_ai_podcast/david_kipping.png,Alien Civilizations and Habitable Worlds,David Kipping,https://lexfridman.com/david-kipping,https://www.youtube.com/watch?v=uZN5xjoS6TU,
354,https://lexfridman.com/files/thumbs_ai_podcast/jeremi_suri_2.png,"Civil War, Slavery, Freedom, and Democracy",Jeremi Suri,https://lexfridman.com/jeremi-suri-2,https://www.youtube.com/watch?v=GvX-heRWFfA,
353,https://lexfridman.com/files/thumbs_ai_podcast/dennis_whyte.png,Nuclear Fusion and the Future of Energy,Dennis Whyte,https://lexfridman.com/dennis-whyte,https://www.youtube.com/watch?v=aJoRMFWn2Jk,
352,https://lexfridman.com/files/thumbs_ai_podcast/omar_suleiman.png,Islam,Omar Suleiman,https://lexfridman.com/omar-suleiman,https://www.youtube.com/watch?v=BOKCNUqbpH0,
351,https://lexfridman.com/files/thumbs_ai_podcast/mrbeast.png,"Future of YouTube, Twitter, TikTok, and Instagram",MrBeast,https://lexfridman.com/mrbeast,https://www.youtube.com/watch?v=Z3_PwvvfxIU,
350,https://lexfridman.com/files/thumbs_ai_podcast/betul_kacar.png,"Origin of Life, Ancient DNA, Panspermia, and Aliens",Betül Kaçar,https://lexfridman.com/betul-kacar,https://www.youtube.com/watch?v=NXU_M4030nE,
349,https://lexfridman.com/files/thumbs_ai_podcast/bhaskar_sunkara.png,Socialism and Communism,Bhaskar Sunkara,https://lexfridman.com/bhaskar-sunkara,https://www.youtube.com/watch?v=pNlfHgHJweQ,
348,https://lexfridman.com/files/thumbs_ai_podcast/nathalie_cabrol.png,Search for Alien Life,Nathalie Cabrol,https://lexfridman.com/nathalie-cabrol,https://www.youtube.com/watch?v=yyBosLx7bbM,
347,https://lexfridman.com/files/thumbs_ai_podcast/michael_malice_6.png,Christmas Special,Michael Malice,https://lexfridman.com/michael-malice-6,https://www.youtube.com/watch?v=NUkXluf3OYA,
346,https://lexfridman.com/files/thumbs_ai_podcast/ed_calderon.png,Mexican Drug Cartels,Ed Calderon,https://lexfridman.com/ed-calderon,https://www.youtube.com/watch?v=9PIOoJMMptA,
